Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
134	S73U	know the head wind or whatever and then erm there was a complete mess up with the coach and we	were stood	there for an hour at the airport waiting for the coach cos we did n't get to the hotel oh	know_VV0 the_AT head_NN1 wind_NN1 or_CC whatever_DDQV and_CC then_RT erm_UH there_EX was_VBDZ a_AT1 complete_JJ mess_NN1 up_RP with_IW the_AT coach_NN1 and_CC we_PPIS2	were_VBDR stood_VVN	there_RL for_IF an_AT1 hour_NNT1 at_II the_AT airport_NN1 waiting_VVG for_IF the_AT coach_NN1 cos_CS we_PPIS2 did_VDD n't_XX get_VVI to_II the_AT hotel_NN1 oh_UH	Family chatting over evening meal.	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-03-29	1:12:18	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Work, day out in Birmingham, plans for the week, friends, food, holidays	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=133	2095834	2095835
135	S73U	train was on a different platform so we we went up and sat upstairs somewhere it was nice because we	were sitting	in --ANONplace and under the big roof and it was nice sat up there much nicer than sat down on	train_NN1 was_VBDZ on_II a_AT1 different_JJ platform_NN1 so_RR we_PPIS2 we_PPIS2 went_VVD up_RP and_CC sat_VVD upstairs_RL somewhere_RL it_PPH1 was_VBDZ nice_JJ because_CS we_PPIS2	were_VBDR sitting_VVG	in_II --ANONplace_NP1 and_CC under_II the_AT big_JJ roof_NN1 and_CC it_PPH1 was_VBDZ nice_JJ sat_VVD up_RP there_RL much_RR nicer_JJR than_CSN sat_VVD down_RP on_II	Family chatting over evening meal.	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-03-29	1:12:18	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Work, day out in Birmingham, plans for the week, friends, food, holidays	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=134	2100344	2100345
136	S776	--UNCLEARWORD it 's probably worked out better for you because usually we would n't be able to talk we 'd	be sat	in the cinema and you 'd also have to pay for the cinema oh yeah yeah it 's been a	--UNCLEARWORD_FU it_PPH1 's_VBZ probably_RR worked_VVN out_RP better_RRR for_IF you_PPY because_CS usually_RR we_PPIS2 would_VM n't_XX be_VBI able_JK to_TO talk_VVI we_PPIS2 'd_VM	be_VBI sat_VVN	in_II the_AT cinema_NN1 and_CC you_PPY 'd_VM also_RR have_VHI to_TO pay_VVI for_IF the_AT cinema_NN1 oh_UH yeah_UH yeah_UH it_PPH1 's_VHZ been_VBN a_AT1	Family talk during a car journey to mother care (shop)/ in the shop/ going home from the shop, 	Discussing., explaining, making arrangements, telling jokes	Revised	Texts not in Sample release	S0421 S0422 S0423	3	2015-05-29	1:03:24	A car journey from a shop in Preston to another shop in Preston	2015 Q2	2015	Close family, partners, very close friends	Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic, 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=135	2120303	2120304
137	S78P	flew with Norwegian Air which we 've never flown before there was wi-fi on the plane on the plane --ANONnameM	was sitting	watching Youtube darts videos on the plane --UNCLEARWORD how do they do that ? I I do n't literally know	flew_VVD with_IW Norwegian_JJ Air_NN1 which_DDQ we_PPIS2 've_VH0 never_RR flown_VVN before_CS there_EX was_VBDZ wi-fi_NN2 on_II the_AT plane_NN1 on_II the_AT plane_NN1 --ANONnameM_NP1	was_VBDZ sitting_VVG	watching_VVG Youtube_NP1 darts_VVZ videos_NN2 on_II the_AT plane_NN1 --UNCLEARWORD_FU how_RRQ do_VD0 they_PPHS2 do_VDI that_DD1 ?_YQUE I_PPIS1 I_PPIS1 do_VD0 n't_XX literally_RR know_VVI	FAMILY AND FRIENDS HAVING LUNCH	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0603 S0604 S0605 S0666 S0668	7	2016-03-22	2:10:54	HOLIDAY COTTAGE, HEREFORD, ENGLAND	2016 Q1	2016	Close family, partners, very close friends	FRIENDS, PUBS, 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=136	2169637	2169638
138	S7A6	was a lot going on at that wedding mainly mainly around --ANONnameF was this before the church service ? this	was sitting	in the pew at the back but she 'd brought some foreign lady with her as well Austrian lady and	was_VBDZ a_AT1 lot_NN1 going_VVG on_RP at_II that_DD1 wedding_NN1 mainly_RR mainly_RR around_II --ANONnameF_NP1 was_VBDZ this_DD1 before_II the_AT church_NN1 service_NN1 ?_YQUE this_DD1	was_VBDZ sitting_VVG	in_II the_AT pew_NN1 at_II the_AT back_NN1 but_CCB she_PPHS1 'd_VHD brought_VVN some_DD foreign_JJ lady_NN1 with_IW her_PPHO1 as_RR21 well_RR22 Austrian_JJ lady_NN1 and_CC	Friends talking about the local cinema, death, relationships and shaking hands/kissing.	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0266 S0268 S0270 S0271	4	2014-09-10	0:41:20	ANON's home	2014 Q3	2014	Friends, wider family circle	Films/theatre: live performances in local cinema; visiting friends, discussing acquaintances; local town cinema; deaths of friends/acquaintances; 'awkward' friend; shaking hands/kissing; relationships	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=137	2190508	2190509
139	S7A6	but it 's not a very big church I imagined when I went to --ANONnameM 's wedding --ANONnameF and I	was sat	right at the back I was really I was really pleased to see those people you see I think I	but_CCB it_PPH1 's_VBZ not_XX a_AT1 very_RG big_JJ church_NN1 I_PPIS1 imagined_VVD when_CS I_PPIS1 went_VVD to_II --ANONnameM_NP1 's_GE wedding_NN1 --ANONnameF_NP1 and_CC I_PPIS1	was_VBDZ sat_VVN	right_RR at_II the_AT back_NN1 I_PPIS1 was_VBDZ really_RR I_PPIS1 was_VBDZ really_RR pleased_JJ to_TO see_VVI those_DD2 people_NN you_PPY see_VV0 I_PPIS1 think_VV0 I_PPIS1	Friends talking about the local cinema, death, relationships and shaking hands/kissing.	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0266 S0268 S0270 S0271	4	2014-09-10	0:41:20	ANON's home	2014 Q3	2014	Friends, wider family circle	Films/theatre: live performances in local cinema; visiting friends, discussing acquaintances; local town cinema; deaths of friends/acquaintances; 'awkward' friend; shaking hands/kissing; relationships	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=138	2191415	2191416
140	S7A6	got an invite I just ca n't believe it I think I take my hat off to her really I	was sitting	in I was sitting in the car park I did n't see it that way at all I was sitting	got_VVN an_AT1 invite_VV0 I_PPIS1 just_RR ca_VM n't_XX believe_VVI it_PPH1 I_PPIS1 think_VV0 I_PPIS1 take_VV0 my_APPGE hat_NN1 off_RP to_II her_PPHO1 really_RR I_PPIS1	was_VBDZ sitting_VVG	in_II I_PPIS1 was_VBDZ sitting_VVG in_II the_AT car_NN1 park_NN1 I_PPIS1 did_VDD n't_XX see_VVI it_PPH1 that_DD1 way_NN1 at_RR21 all_RR22 I_PPIS1 was_VBDZ sitting_VVG	Friends talking about the local cinema, death, relationships and shaking hands/kissing.	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0266 S0268 S0270 S0271	4	2014-09-10	0:41:20	ANON's home	2014 Q3	2014	Friends, wider family circle	Films/theatre: live performances in local cinema; visiting friends, discussing acquaintances; local town cinema; deaths of friends/acquaintances; 'awkward' friend; shaking hands/kissing; relationships	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=139	2191746	2191747
141	S7A6	just ca n't believe it I think I take my hat off to her really I was sitting in I	was sitting	in the car park I did n't see it that way at all I was sitting in the car park	just_RR ca_VM n't_XX believe_VVI it_PPH1 I_PPIS1 think_VV0 I_PPIS1 take_VV0 my_APPGE hat_NN1 off_RP to_II her_PPHO1 really_RR I_PPIS1 was_VBDZ sitting_VVG in_II I_PPIS1	was_VBDZ sitting_VVG	in_II the_AT car_NN1 park_NN1 I_PPIS1 did_VDD n't_XX see_VVI it_PPH1 that_DD1 way_NN1 at_RR21 all_RR22 I_PPIS1 was_VBDZ sitting_VVG in_II the_AT car_NN1 park_NN1	Friends talking about the local cinema, death, relationships and shaking hands/kissing.	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0266 S0268 S0270 S0271	4	2014-09-10	0:41:20	ANON's home	2014 Q3	2014	Friends, wider family circle	Films/theatre: live performances in local cinema; visiting friends, discussing acquaintances; local town cinema; deaths of friends/acquaintances; 'awkward' friend; shaking hands/kissing; relationships	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=140	2191750	2191751
142	S7A6	was sitting in I was sitting in the car park I did n't see it that way at all I	was sitting	in the car park waiting for her to come so we could slip in late but she did n't appear	was_VBDZ sitting_VVG in_II I_PPIS1 was_VBDZ sitting_VVG in_II the_AT car_NN1 park_NN1 I_PPIS1 did_VDD n't_XX see_VVI it_PPH1 that_DD1 way_NN1 at_RR21 all_RR22 I_PPIS1	was_VBDZ sitting_VVG	in_II the_AT car_NN1 park_NN1 waiting_VVG for_IF her_PPHO1 to_TO come_VVI so_RR we_PPIS2 could_VM slip_VVI in_II late_JJ but_CCB she_PPHS1 did_VDD n't_XX appear_VVI	Friends talking about the local cinema, death, relationships and shaking hands/kissing.	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0266 S0268 S0270 S0271	4	2014-09-10	0:41:20	ANON's home	2014 Q3	2014	Friends, wider family circle	Films/theatre: live performances in local cinema; visiting friends, discussing acquaintances; local town cinema; deaths of friends/acquaintances; 'awkward' friend; shaking hands/kissing; relationships	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=141	2191766	2191767
143	S7FK	the s- and if they 're not there that 's the sign she knows she can go in if she	's sitting	she can go and chat how funny well in no er within her own --UNCLEARWORD flat door okay yeah if	the_AT s-_FU and_CC if_CS they_PPHS2 're_VBR not_XX there_RL that_DD1 's_VBZ the_AT sign_NN1 she_PPHS1 knows_VVZ she_PPHS1 can_VM go_VVI in_RP if_CS she_PPHS1	's_VBZ sitting_VVG	she_PPHS1 can_VM go_VVI and_CC chat_VVI how_RGQ funny_JJ well_RR in_II no_AT er_UH within_II her_APPGE own_DA --UNCLEARWORD_FU flat_JJ door_NN1 okay_RR yeah_UH if_CS	Friends talking about our families and friends	Discussing, explaining, Inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-08	1:08:13	(ANON’s home, Fradley, Staffs)	2016 Q1	2016	Close family, partners, very close friends	 friends, socializing, children, education and behaviour, gym, cancer	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=142	2216693	2216694
144	S7FU	? huh ? oh is he the one that makes you laugh out loud sometimes ? sometimes when suddenly you	're sitting	there and then you just start laughing ? one of them yeah not always that 's worse than me having	?_YQUE huh_UH ?_YQUE oh_UH is_VBZ he_PPHS1 the_AT one_PN1 that_CST makes_VVZ you_PPY laugh_VVI out_RP loud_RR sometimes_RT ?_YQUE sometimes_RT when_CS suddenly_RR you_PPY	're_VBR sitting_VVG	there_RL and_CC then_RT you_PPY just_RR start_VV0 laughing_VVG ?_YQUE one_MC1 of_IO them_PPHO2 yeah_UH not_XX always_RR that_DD1 's_VBZ worse_JJR than_CSN me_PPIO1 having_VHG	couple cook and eat dinner	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-10-03	0:39:14	Speakers' home, China	2014 Q4	2014	Close family, partners, very close friends	Friends, food, culture	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=143	2234578	2234579
145	S7FU	internet ? yeah it 's Chinese ca n't believe this internet look it 's only got four bars and I	'm sitting	right next to the --UNCLEARWORD it 's cos you were typi- type in er tut erm Tiananmen Square see what	internet_NN1 ?_YQUE yeah_UH it_PPH1 's_VBZ Chinese_JJ ca_VM n't_XX believe_VVI this_DD1 internet_NN1 look_VV0 it_PPH1 's_VHZ only_RR got_VVN four_MC bars_NN2 and_CC I_PPIS1	'm_VBM sitting_VVG	right_RR next_II21 to_II22 the_AT --UNCLEARWORD_FU it_PPH1 's_VBZ cos_CS you_PPY were_VBDR typi-_FU type_NN1 in_II er_UH tut_UH erm_UH Tiananmen_NP1 Square_NN1 see_VV0 what_DDQ	couple cook and eat dinner	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-10-03	0:39:14	Speakers' home, China	2014 Q4	2014	Close family, partners, very close friends	Friends, food, culture	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=144	2235095	2235096
146	S7GJ	you are yeah then you 're even more on edge the people looking at you yeah mhm and that you	're standing	out like a sore thumb that 's why I came home early the other night standing round with you know	you_PPY are_VBR yeah_UH then_RT you_PPY 're_VBR even_RR more_DAR on_II edge_NN1 the_AT people_NN looking_VVG at_II you_PPY yeah_UH mhm_UH and_CC that_CST you_PPY	're_VBR standing_VVG	out_RP like_II a_AT1 sore_JJ thumb_NN1 that_DD1 's_VBZ why_RRQ I_PPIS1 came_VVD home_RL early_RR the_AT other_JJ night_NNT1 standing_VVG round_RP with_IW you_PPY know_VV0	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=145	2241356	2241357
147	S7GJ	had n't checked on the train ? I 'd been asleep he 'd obviously just not woken me up I	was sat	with my ticket in my hand so he must 've seen my ticket mm my train ticket and just gone	had_VHD n't_XX checked_VVN on_II the_AT train_NN1 ?_YQUE I_PPIS1 'd_VHD been_VBN asleep_JJ he_PPHS1 'd_VHD obviously_RR just_RR not_XX woken_VVN me_PPIO1 up_RP I_PPIS1	was_VBDZ sat_VVN	with_IW my_APPGE ticket_NN1 in_II my_APPGE hand_NN1 so_CS he_PPHS1 must_VM 've_VHI seen_VVN my_APPGE ticket_NN1 mm_UH my_APPGE train_NN1 ticket_NN1 and_CC just_RR gone_VVN	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=146	2264468	2264469
148	S7GJ	reflexes reflexes of a cat oh what was that ? oh did you just spill something ? where I 've	been sat	No oo I 've been sat with the pressure on my penis quite hard now my penis oh that 's	reflexes_NN2 reflexes_NN2 of_IO a_AT1 cat_NN1 oh_UH what_DDQ was_VBDZ that_DD1 ?_YQUE oh_UH did_VDD you_PPY just_RR spill_VVI something_PN1 ?_YQUE where_RRQ I_PPIS1 've_VH0	been_VBN sat_VVN	No_AT oo_UH I_PPIS1 've_VH0 been_VBN sat_VVN with_IW the_AT pressure_NN1 on_II my_APPGE penis_NN1 quite_RG hard_JJ now_RT my_APPGE penis_NN1 oh_UH that_DD1 's_VBZ	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=147	2273323	2273324
149	S7GJ	what was that ? oh did you just spill something ? where I 've been sat No oo I 've	been sat	with the pressure on my penis quite hard now my penis oh that 's a big shame huh it makes	what_DDQ was_VBDZ that_DD1 ?_YQUE oh_UH did_VDD you_PPY just_RR spill_VVI something_PN1 ?_YQUE where_RRQ I_PPIS1 've_VH0 been_VBN sat_VVN No_AT oo_UH I_PPIS1 've_VH0	been_VBN sat_VVN	with_IW the_AT pressure_NN1 on_II my_APPGE penis_NN1 quite_RG hard_JJ now_RT my_APPGE penis_NN1 oh_UH that_DD1 's_VBZ a_AT1 big_JJ shame_NN1 huh_UH it_PPH1 makes_VVZ	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=148	2273329	2273330
150	S7HR	oh yes are we in the adult class now ? no no he 's a teenager oh --ANONnameM no he	was sat	next to --ANONnameF and he needed like a ne- a cattle prod up the rear ? well he needed a	oh_UH yes_UH are_VBR we_PPIS2 in_II the_AT adult_NN1 class_NN1 now_RT ?_YQUE no_UH no_UH he_PPHS1 's_VBZ a_AT1 teenager_NN1 oh_UH --ANONnameM_NP1 no_UH he_PPHS1	was_VBDZ sat_VVN	next_II21 to_II22 --ANONnameF_NP1 and_CC he_PPHS1 needed_VVD like_II a_AT1 ne-_FU a_AT1 cattle_NN2 prod_VV0 up_RP the_AT rear_NN1 ?_YQUE well_RR he_PPHS1 needed_VVD a_AT1	Two friends talking about various topics (see 9 above) in The Tram coffee shop in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-02-20	0:35:08	The Tram coffee shop in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Checking the football results, homesickness/SAD, a student, good coffee, message from a friend, feeling responsible for students (and preparing them for exams), working on farms, dogs, media, reading, birds, umbrellas, shopping, drinking, boots. 	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=149	2281864	2281865
151	S7JG	okay and put them on a condiment tray mm um I 'm a little bit concerned that the gravy pieces	are sitting	on the top ? yes does that usually happen ? I think when you add it when it 's not	okay_RR and_CC put_VV0 them_PPHO2 on_II a_AT1 condiment_NN1 tray_NN1 mm_UH um_UH I_PPIS1 'm_VBM a_RR31 little_RR32 bit_RR33 concerned_JJ that_CST the_AT gravy_NN1 pieces_NN2	are_VBR sitting_VVG	on_II the_AT top_NN1 ?_YQUE yes_UH does_VDZ that_DD1 usually_RR happen_VVI ?_YQUE I_PPIS1 think_VV0 when_CS you_PPY add_VV0 it_PPH1 when_CS it_PPH1 's_VBZ not_XX	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=150	2296994	2296995
152	S7JG	? mm I du n no mm where are you doing ? well you ca n't see from where you	're sat	but I took my nail polish off the other day mm and left nail polish remover round the pad on	?_YQUE mm_UH I_PPIS1 du_VD0 n_XX no_VVI mm_UH where_RRQ are_VBR you_PPY doing_VDG ?_YQUE well_RR you_PPY ca_VM n't_XX see_VVI from_II where_RRQ you_PPY	're_VBR sat_VVN	but_CCB I_PPIS1 took_VVD my_APPGE nail_NN1 polish_NN1 off_II the_AT other_JJ day_NNT1 mm_UH and_CC left_JJ nail_NN1 polish_NN1 remover_NN1 round_II the_AT pad_NN1 on_II	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=151	2302420	2302421
153	S7JG	herb it needs a blending D' you want the blender ? oh yeah I 'll do it now while I	'm stood	actually the really nice quiet blender we have yeah oh that would be better come here what is occurring ?	herb_NN1 it_PPH1 needs_VVZ a_AT1 blending_NN1 D'_VD0 you_PPY want_VVI the_AT blender_NN1 ?_YQUE oh_UH yeah_UH I_PPIS1 'll_VM do_VDI it_PPH1 now_RT while_CS I_PPIS1	'm_VBM stood_VVN	actually_RR the_AT really_RR nice_JJ quiet_JJ blender_NN1 we_PPIS2 have_VH0 yeah_UH oh_UH that_DD1 would_VM be_VBI better_JJR come_VV0 here_RL what_DDQ is_VBZ occurring_VVG ?_YQUE	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=152	2314642	2314643
154	S7KK	do it to tease you and come and sit on your lap or did he have no well when we	were sitting	conversations ? when we were sitting in the living room with the flatmates and friends and there were n't enough	do_VDI it_PPH1 to_TO tease_VVI you_PPY and_CC come_VV0 and_CC sit_VV0 on_II your_APPGE lap_NN1 or_CC did_VDD he_PPHS1 have_VHI no_UH well_RR when_CS we_PPIS2	were_VBDR sitting_VVG	conversations_NN2 ?_YQUE when_CS we_PPIS2 were_VBDR sitting_VVG in_II the_AT living_NN1 room_NN1 with_IW the_AT flatmates_NN2 and_CC friends_NN2 and_CC there_EX were_VBDR n't_XX enough_DD	Friends discussing Travelling, local rural shops, food and gluten free diets, war time diets and travels, sport (Tour of Britain and Iron Man)	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0266 S0270 S0271	3	2014-09-10	1:27:49	Speaker's house	2014 Q3	2014	Friends, wider family circle	Planning trip to Nepal; travelling: previous trips and experiences, including trips when much younger; sausages, coffee; the Village Shop; Farm Shop; offering (or not) advice for a new born baby; job as school display co-ordinator; new free school meals system + lunch box content; food, menu, allergies and gluten free diets; husband's work in the home including cooking; war time food/diet; mother-in-law's war time journey from Siberia to Africa; relationships and jobs; sport: Tour of Britain bike race passing through local area, Iron Man and speaker's daughter's training/ achievements in this.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=153	2366600	2366601
155	S7KK	come and sit on your lap or did he have no well when we were sitting conversations ? when we	were sitting	in the living room with the flatmates and friends and there were n't enough chairs he used to sit did	come_VV0 and_CC sit_VV0 on_II your_APPGE lap_NN1 or_CC did_VDD he_PPHS1 have_VHI no_UH well_RR when_CS we_PPIS2 were_VBDR sitting_VVG conversations_NN2 ?_YQUE when_CS we_PPIS2	were_VBDR sitting_VVG	in_II the_AT living_NN1 room_NN1 with_IW the_AT flatmates_NN2 and_CC friends_NN2 and_CC there_EX were_VBDR n't_XX enough_DD chairs_NN2 he_PPHS1 used_VMK to_TO sit_VVI did_VDD	Friends discussing Travelling, local rural shops, food and gluten free diets, war time diets and travels, sport (Tour of Britain and Iron Man)	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0266 S0270 S0271	3	2014-09-10	1:27:49	Speaker's house	2014 Q3	2014	Friends, wider family circle	Planning trip to Nepal; travelling: previous trips and experiences, including trips when much younger; sausages, coffee; the Village Shop; Farm Shop; offering (or not) advice for a new born baby; job as school display co-ordinator; new free school meals system + lunch box content; food, menu, allergies and gluten free diets; husband's work in the home including cooking; war time food/diet; mother-in-law's war time journey from Siberia to Africa; relationships and jobs; sport: Tour of Britain bike race passing through local area, Iron Man and speaker's daughter's training/ achievements in this.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=154	2366606	2366607
156	S7LN	? I mean you know they do n't really speak much English neither of them but then you know they	were sat	together and before too long I just found that they were kind of you know trying to communicate with each	?_YQUE I_PPIS1 mean_VV0 you_PPY know_VV0 they_PPHS2 do_VD0 n't_XX really_RR speak_VVI much_DA1 English_NN1 neither_DD1 of_IO them_PPHO2 but_CCB then_RT you_PPY know_VV0 they_PPHS2	were_VBDR sat_VVN	together_RL and_CC before_RT too_RG long_RR I_PPIS1 just_RR found_VVD that_CST they_PPHS2 were_VBDR kind_RR21 of_RR22 you_PPY know_VV0 trying_VVG to_TO communicate_VVI with_IW each_PPX221	Two colleagues having a chat about their work and children.	Discussing, explaining, inquiring	Original	Texts within Sample release	S0065 S0136	2	2012-03-19	0:21:01	Bottisham Village College, Cambridge	2012 Q1	2012	Colleagues	Weekend/free time plans, children, cats, hobbies, work	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=155	2385503	2385504
157	S7RA	where his television is and he ai n't got a television no mine went up the duff and erm he	's standing	his ground said yeah you ca n't go in and things like that did n't he ? yeah they come	where_RRQ his_APPGE television_NN1 is_VBZ and_CC he_PPHS1 ai_FU n't_XX got_VVN a_AT1 television_NN1 no_UH mine_PPGE went_VVD up_RP the_AT duff_NN1 and_CC erm_UH he_PPHS1	's_VBZ standing_VVG	his_APPGE ground_NN1 said_VVD yeah_UH you_PPY ca_VM n't_XX go_VVI in_RP and_CC things_NN2 like_II that_DD1 did_VDD n't_XX he_PPHS1 ?_YQUE yeah_UH they_PPHS2 come_VV0	Came for a cup of tea	Discussing, explaining, inquiring, requesting, making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-03-31	0:58:20	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Church, designing signs, arts festival, fund raising, banking and money, dog in car, asking for lift, bell ringing, fencing, televisions, ariel falling down	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=156	2480342	2480343
158	S7RD	where 's the Cornetto ? yeah well if it was raining sausages and ice cream I think you 'd just	be standing	outside with your mouth wide open would n't you ? yes mm --UNCLEARWORD dessert come to me come to me	where_RRQ 's_VBZ the_AT Cornetto_NN1 ?_YQUE yeah_UH well_RR if_CS it_PPH1 was_VBDZ raining_VVG sausages_NN2 and_CC ice_NN1 cream_NN1 I_PPIS1 think_VV0 you_PPY 'd_VM just_RR	be_VBI standing_VVG	outside_RL with_IW your_APPGE mouth_NN1 wide_RR open_JJ would_VM n't_XX you_PPY ?_YQUE yes_UH mm_UH --UNCLEARWORD_FU dessert_NN1 come_VV0 to_II me_PPIO1 come_VV0 to_II me_PPIO1	Mother’s Day plans	Discussing, explaining, making arrangements, telling jokes	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-02-22	0:30:17	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Mother’s Day, going to Forest School, idioms	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=157	2482583	2482584
